org,org_type,ein,name,exempt_type,match_confidence,filer_name,filer_name_norm,method,verified,details
Carolina Federation,4.0,753222834.0,Bass Federation Of South Carolina,7.0,62.069046,,,auto,0.0,Not included in top 3 results.
Carolina Federation,4.0,800218233.0,North Carolina Mountain Federation Inc,3.0,62.069046,,,auto,0.0,Not included in top 3 results.
Carolina Federation,4.0,570862711.0,South Carolina Federation Of Museums,6.0,62.069046,,,auto,0.0,Not included in top 3 results.
Carolina Federation,4.0,260759860.0,North Carolina Wildlife Federation,3.0,61.83049,,,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,844355156.0,Red Wine & Blue,4.0,103.85001,RED WINE & BLUE,red wine blue,manual,,
Red Wine & Blue,4.0,461469707.0,Red Wing Ignite,3.0,101.20986,RED WING IGNITE,red wing ignite,manual,,
Red Wine & Blue,4.0,311677778.0,Red Wing Education Association,5.0,95.073425,,,manual,,
Red Wine & Blue,4.0,237033186.0,Red Wing Wildlife Protective League Of Red Wing Minnesota,3.0,94.9497,RED WING WILDLIFE LEAGUE,red wing wildlife league,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,410793629.0,Red Wing Credit Union,14.0,92.83202,RED WING CREDIT UNION,red wing credit union,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,410695614.0,Red Wing Family Ymca,3.0,92.83202,RED WING FAMILY YMCA,red wing family ymca,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,416039135.0,Red Wing Art Association,3.0,92.83202,Red Wing Arts Association,red wing arts association,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,410657053.0,Red Wing Golf Club,7.0,92.83202,,,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,416017204.0,Red Wing Yacht Club,7.0,92.83202,RED WING YACHT CLUB,red wing yacht club,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,452827019.0,Red Wing Marine Museum,3.0,92.83202,RED WING MARINE MUSEUM,red wing marine museum,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,432019407.0,Red Wing Band Boosters,3.0,92.83202,,,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,870803479.0,Red Wing Booster Club,3.0,92.83202,RED WING BOOSTER CLUB,red wing booster club,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,416027299.0,Red Wing Conservation Club,3.0,92.83202,RED WING CONSERVATION CLUB,red wing conservation club,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,200600799.0,Red Wing Rotary Foundation,3.0,92.83202,,,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,416037519.0,Red Wing Sportsmens Club,7.0,92.83202,,,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,411809786.0,Red Wing Youth Football,3.0,92.83202,,,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,411816535.0,The Red Wing Singers,3.0,92.83202,,,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,43586418.0,Calvary Chapel Red Wing,3.0,92.83202,,,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,813019655.0,Red Wing Trolley Co,3.0,92.83202,,,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,331336297.0,Red Wing Robotics,3.0,89.52287,,,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,814005958.0,Red Wing Innovation Incubator Inc,3.0,89.013435,,,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,871115877.0,Red Wine & Blue Education Fund,3.0,86.07904,RED WINE & BLUE EDUCATION FUND,red wine blue education fund,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,453245852.0,Red Wing Municipal Golf Corporation,3.0,85.89029,RED WING MUNICIPAL GOLF CORPORATION,red wing municipal golf,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,416020177.0,Red Wing Shoe Company Foundation,3.0,85.89029,RED WING SHOE COMPANY FOUNDATION,red wing shoe company foundation,auto,0.0,Not included in top 3 results.
Red Wine & Blue,4.0,410967058.0,Red Wing Environmental Learning Center,3.0,85.89029,RED WING ENVIRONMENTAL LEARNING CENTER,red wing environmental learning center,auto,0.0,Not included in top 3 results.
NAKASEC Action Fund,4.0,870752611.0,Nakasec Action Fund,4.0,167.47089,NAKASEC ACTION FUND,nakasec action fund,manual,,
Environmental Defense Action Fund,4.0,900080500.0,Environmental Defense Action Fund,4.0,159.4039,ENVIRONMENTAL DEFENSE ACTION FUND,environmental defense action fund,manual,,
Rise Inc (Los Angeles),4.0,872142080.0,Rideback Rise Inc,3.0,66.0079,RIDEBACK RISE INC,rideback rise,manual,,
Rise Inc (Los Angeles),4.0,392478455.0,Rise N Thrive Inc,3.0,60.53938,,,manual,,
Rise Inc (Los Angeles),4.0,393733168.0,Rise And Shine Outreach Inc,3.0,56.008083,,,manual,,
LUPE Votes,4.0,852786747.0,Lupe Votes,4.0,154.93958,LUPE VOTES,lupe votes,manual,,
Susan B Anthony Pro-Life America,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Civic Empowerment Coalition,4.0,770053480.0,Civic Empowerment Coalition,4.0,129.24747,CIVIC EMPOWERMENT COALITION,civic empowerment coalition,manual,,
Protecting America Initiative,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
American Majority Action,4.0,263594713.0,American Majority Action,4.0,141.5265,AMERICAN MAJORITY ACTION,american majority action,manual,,
Economic Security Project Action,4.0,832050594.0,Economic Security Project Action Inc,4.0,142.87573,ECONOMIC SECURITY PROJECT ACTION INC,economic security project action,manual,,
NCAAT in Action,4.0,842889172.0,Ncaat In Action,4.0,166.19395,NCAAT IN ACTION,ncaat in action,manual,,
People for the American Way,4.0,521366721.0,People For The American Way,4.0,127.17383,PEOPLE FOR THE AMERICAN WAY,people american way,manual,,
People for the American Way,4.0,133065716.0,People For The American Way Foundation,3.0,117.15637,PEOPLE FOR THE AMERICAN WAY FOUNDATION,people american way foundation,manual,,
The Other 98% Action,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
We Act for Change,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Freedom Action Now,4.0,843944949.0,Freedom Action Now Inc,4.0,122.71112,Freedom Action Now,freedom action now,manual,,
Immigrants' List Civic Action,4.0,352317275.0,Immigrants List Civic Action Inc,4.0,175.54294,IMMIGRANTS' LIST CIVIC ACTION,immigrants list civic action,manual,,
March for Our Lives Action Fund,4.0,824535615.0,March For Our Lives Action Fund,4.0,189.25623,MARCH FOR OUR LIVES ACTION FUND,march our lives action fund,manual,,
Coloradans for Responsible Energy Development,6.0,463501403.0,Coloradans For Responsible Energy Development,6.0,201.70816,COLORADANS FOR RESPONSIBLE ENERGY,coloradans responsible energy,manual,,
Painters & Allied Trades Union,6.0,910597991.0,Painters Trust,9.0,64.32176,PAINTERS TRUST,painters trust,manual,,
Painters & Allied Trades Union,6.0,842139741.0,Painters Compass,3.0,64.32176,,,manual,,
Painters & Allied Trades Union,6.0,382941407.0,Chelsea Painters,,64.32176,,,manual,,
Painters & Allied Trades Union,6.0,922420501.0,Charleston Decorative Painters,3.0,57.673714,,,auto,0.0,Not included in top 3 results.
Painters & Allied Trades Union,6.0,270243409.0,Chicago Pastel Painters,3.0,57.673714,,,auto,0.0,Not included in top 3 results.
Painters & Allied Trades Union,6.0,920581044.0,Desert Quail Painters,7.0,57.673714,,,auto,0.0,Not included in top 3 results.
Painters & Allied Trades Union,6.0,362872525.0,Illinois Prairie Painters,6.0,57.673714,,,auto,0.0,Not included in top 3 results.
Painters & Allied Trades Union,6.0,911576331.0,Northwest Decorative Painters,7.0,57.673714,,,auto,0.0,Not included in top 3 results.
Painters & Allied Trades Union,6.0,371292822.0,Painters Local 32,5.0,57.673714,,,auto,0.0,Not included in top 3 results.
Painters & Allied Trades Union,6.0,462326992.0,Saline Painters Guild,3.0,57.673714,,,auto,0.0,Not included in top 3 results.
Painters & Allied Trades Union,6.0,844070337.0,Painter Pals,3.0,55.13294,PAINTER PALS,painter pals,auto,0.0,Not included in top 3 results.
Painters & Allied Trades Union,6.0,546053020.0,Painter Volunteer Fire Co,4.0,54.703278,PAINTER VOLUNTEER FIRE COMPANY INC,painter volunteer fire company,auto,0.0,Not included in top 3 results.
Painters & Allied Trades Union,6.0,770403128.0,Fiesta City Decorative Painters,6.0,53.732903,,,auto,0.0,Not included in top 3 results.
Painters & Allied Trades Union,6.0,251465080.0,Golden Triangle Decorative Painters,6.0,53.732903,,,auto,0.0,Not included in top 3 results.
Painters & Allied Trades Union,6.0,581910292.0,Southern Painters Welfare Fund,9.0,52.273533,SOUTHERN PAINTERS WELFARE FUND,southern painters welfare fund,auto,0.0,Not included in top 3 results.
Painters & Allied Trades Union,6.0,381428364.0,Painters Union Insurance Fund,9.0,52.273533,PAINTERS UNION INSURANCE FUND,painters union insurance fund,auto,0.0,Not included in top 3 results.
Painters & Allied Trades Union,6.0,386308236.0,Painters Union Vacation Fund,9.0,52.273533,PAINTERS UNION VACATION FUND,painters union vacation fund,auto,0.0,Not included in top 3 results.
Painters & Allied Trades Union,6.0,50269677.0,Painters Health & Welfare Fund,9.0,52.273533,,,auto,0.0,Not included in top 3 results.
Painters & Allied Trades Union,6.0,363789172.0,Oil Painters Of America,3.0,52.273533,Oil Painters of America,oil painters america,auto,0.0,Not included in top 3 results.
Painters & Allied Trades Union,6.0,341682517.0,Painters & Decorators Building Incorporated,5.0,52.273533,PAINTERS & DECORATORS BUILDING INC,painters decorators building,auto,0.0,Not included in top 3 results.
Painters & Allied Trades Union,6.0,843204238.0,Dreamcoat Quality Painters Incorporated,3.0,52.273533,Dreamcoat Quality Painters Inc,dreamcoat quality painters,auto,0.0,Not included in top 3 results.
Painters & Allied Trades Union,6.0,522036871.0,Silk Painters International Inc,3.0,52.273533,SILK PAINTERS INTERNATIONAL INC,silk painters international,auto,0.0,Not included in top 3 results.
Painters & Allied Trades Union,6.0,136182955.0,Abingdon Square Painters Inc,3.0,52.273533,THE ABINGDON SQUARE PAINTERS,abingdon square painters,auto,0.0,Not included in top 3 results.
Painters & Allied Trades Union,6.0,452636866.0,Colored Pencil Painters Guild,7.0,52.273533,,,auto,0.0,Not included in top 3 results.
Painters & Allied Trades Union,6.0,752090609.0,Fort Worth Decorative Painters,6.0,52.273533,,,auto,0.0,Not included in top 3 results.
Protect Our Winters Action Fund,4.0,823030363.0,Protect Our Winters Action Fund,4.0,166.8031,PROTECT OUR WINTERS ACTION FUND,protect our winters action fund,manual,,
Issue One Action,4.0,460792299.0,Issue One Action,4.0,151.46486,ISSUE ONE ACTION,issue one action,manual,,
Fair Election Fund,4.0,831649609.0,Fair & Transparent Elections Research & Education Fund,3.0,101.37576,,,manual,,
Fair Election Fund,4.0,931870447.0,Foundation For Accountability Integrity & Research In Elections,3.0,32.94475,Foundation for Accountability Integrity & Research in Elections Fund,foundation accountability integrity research in elections fund,manual,,
Patriotic Veterans,4.0,263582447.0,Patriotic Veterans,4.0,102.45886,PATRIOTIC VETERANS INC,patriotic veterans,manual,,
Patriotic Veterans,4.0,933068167.0,Patriotic Stitchers For Veterans,3.0,83.279434,,,manual,,
Patriotic Veterans,4.0,883959577.0,Veteran Patriot Support Veterans Healthcare Usa,3.0,79.59336,,,manual,,
Patriotic Veterans,4.0,921411042.0,Veterans & Patriots United,3.0,75.03319,VETERANS & PATRIOTS UNITED,veterans patriots united,auto,0.0,Not included in top 3 results.
Patriotic Veterans,4.0,334311389.0,Patriot Veteran Alliance,3.0,70.4521,,,auto,0.0,Not included in top 3 results.
Patriotic Veterans,4.0,834095185.0,Patriots And Veterans Association,3.0,70.11481,,,auto,0.0,Not included in top 3 results.
Patriotic Veterans,4.0,263776016.0,Patriots For Veterans Inc,3.0,70.11481,PATRIOTS FOR VETERANS INC,patriots veterans,auto,0.0,Not included in top 3 results.
Patriotic Veterans,4.0,873400865.0,Veterans And Patriots Association,3.0,70.11481,,,auto,0.0,Not included in top 3 results.
Patriotic Veterans,4.0,334773218.0,Patriots Serving Veterans,3.0,70.011375,,,auto,0.0,Not included in top 3 results.
Patriotic Veterans,4.0,464016880.0,Patriot American Veterans Inc,3.0,68.234146,,,auto,0.0,Not included in top 3 results.
Patriotic Veterans,4.0,933144573.0,Patriot Brothers 4 Veterans,3.0,68.234146,,,auto,0.0,Not included in top 3 results.
Patriotic Veterans,4.0,474939686.0,Veterans Patriot Action Conference,19.0,68.234146,,,auto,0.0,Not included in top 3 results.
Patriotic Veterans,4.0,474535477.0,Us Veterans And Patriots Inc,3.0,66.826706,,,auto,0.0,Not included in top 3 results.
Patriotic Veterans,4.0,273628041.0,Usa Patriots Veteran Athletics,3.0,65.74039,USA PATRIOTS VETERAN ATHLETICS,usa patriots veteran athletics,auto,0.0,Not included in top 3 results.
Patriotic Veterans,4.0,832220934.0,Veteran Patriots Foundation Inc,3.0,65.74039,,,auto,0.0,Not included in top 3 results.
Patriotic Veterans,4.0,262234317.0,Kiski Valley Veterans & Patriots Association,3.0,64.117355,Kiski Valley Veterans & Patriots Association,kiski valley veterans patriots association,auto,0.0,Not included in top 3 results.
Patriotic Veterans,4.0,841928352.0,Grove City Veterans And Patriots,3.0,64.117355,,,auto,0.0,Not included in top 3 results.
Patriotic Veterans,4.0,900955460.0,Patriots Salute To Veterans Association,19.0,64.117355,,,auto,0.0,Not included in top 3 results.
Patriotic Veterans,4.0,813884918.0,Veterans And Patriots Citadel Inc,3.0,64.117355,,,auto,0.0,Not included in top 3 results.
Patriotic Veterans,4.0,832158479.0,Veterans And Patriots Performance Group,3.0,64.117355,,,auto,0.0,Not included in top 3 results.
Patriotic Veterans,4.0,813866440.0,Lake Wateree Patriots For Veterans,19.0,64.117355,,,auto,0.0,Not included in top 3 results.
Patriotic Veterans,4.0,821021064.0,Patriot Village Veteran Housing,3.0,63.85973,,,auto,0.0,Not included in top 3 results.
Patriotic Veterans,4.0,934814427.0,Patriot Veterans Coffee House Inc,3.0,62.397583,,,auto,0.0,Not included in top 3 results.
Patriotic Veterans,4.0,465021606.0,New Patriots Veteran Outreach Center,3.0,60.117058,NEW PATRIOTS VETERAN OUTREACH CENTER,new patriots veteran outreach center,auto,0.0,Not included in top 3 results.
Patriotic Veterans,4.0,844422342.0,Veterans And Patriots Animal Coalition Inc,3.0,59.066345,VETERANS AND PATRIOTS ANIMAL COALITION INC,veterans patriots animal coalition,auto,0.0,Not included in top 3 results.
Engage Miami,4.0,474435189.0,Engage Miami Inc,4.0,111.19409,ENGAGE MIAMI INC,engage miami,manual,,
Engage Miami,4.0,811019007.0,Hearts Of Miami Engaged,3.0,91.554855,,,manual,,
All in for Utah,4.0,922235061.0,All In For Utah,4.0,127.053055,All In For Utah,all in utah,manual,,
All in for Utah,4.0,394729717.0,All In For Utah Foundation,3.0,116.18485,,,manual,,
UnidosUS Action Fund,4.0,455341145.0,Unidosus Action Fund Inc,4.0,118.03195,UNIDOSUS ACTION FUND INC,unidosus action fund,manual,,
Center for US Voters Abroad,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Fight Corporate Monopolies,4.0,825097446.0,Fight Corporate Monopolies,4.0,210.97464,FIGHT CORPORATE MONOPOLIES,fight corporate monopolies,manual,,
US Chamber of Commerce,6.0,461561597.0,Us Chamber Of Commerce Foundation,3.0,103.624115,US Chamber of Commerce Foundation,us chamber commerce foundation,manual,,
US Chamber of Commerce,6.0,223101502.0,Us Angola Chamber Of Commerce,6.0,103.624115,UNITED STATES ANGOLA CHAMBER OF COMMERCE,united states angola chamber commerce,manual,,
US Chamber of Commerce,6.0,465707649.0,Us Ghana Chamber Of Commerce,6.0,103.624115,US GHANA CHAMBER OF COMMERCE,us ghana chamber commerce,manual,,
US Chamber of Commerce,6.0,271322785.0,Alhambra Us Chamber Of Commerce,,103.624115,,,auto,0.0,Not included in top 3 results.
US Chamber of Commerce,6.0,471661539.0,Us Hangzhou Chamber Of Commerce,3.0,103.624115,US Hangzhou Chamber of Commerce,us hangzhou chamber commerce,auto,0.0,Not included in top 3 results.
US Chamber of Commerce,6.0,300921926.0,Us India Chamber Of Commerce,6.0,103.624115,US INDIA CHAMBER OF COMMERCE,us india chamber commerce,auto,0.0,Not included in top 3 results.
US Chamber of Commerce,6.0,472934727.0,Us Africa Chamber Of Commerce,6.0,103.624115,,,auto,0.0,Not included in top 3 results.
US Chamber of Commerce,6.0,815152457.0,Us China Chamber Of Commerce,6.0,103.624115,,,auto,0.0,Not included in top 3 results.
